curve_num,model,n,n_unique_time,dynamic_range,rss,aic,bic,params,Species,Temp,Medium,PopBio_units,min_aic_curve,min_bic_curve,delta_aic,delta_bic
70,logistic,15,15,0.8519165756488267,0.3064782353158217,-52.35988106427411,-50.23573046096748,"0.481435,0.754806,7.99563",Pantoea.agglomerans.2,35,TSB,OD_595,-63.71089551087351,-60.87869470646467,11.3510144465994,10.64296424549719
70,gompertz,15,15,0.8519165756488267,0.3091045547224563,-52.231888434322,-50.10773783101537,"0.481901,0.506382,7.15059",Pantoea.agglomerans.2,35,TSB,OD_595,-63.71089551087351,-60.87869470646467,11.479007076551511,10.7709568754493
71,quadratic,15,15,0.2856243823789463,0.0039547656417805,-117.61326205211104,-115.48911144880442,"0.00719723,0.00579011,-2.95858e-05",Bacillus.pumilus,35,TSB,OD_595,-129.72495271244742,-126.89275190803858,12.111690660336379,11.403640459234154
71,cubic,15,15,0.2856243823789463,0.0015436379965518,-129.72495271244742,-126.89275190803858,"-0.00848052,0.00837992,-7.9575e-05,2.3441e-07",Bacillus.pumilus,35,TSB,OD_595,-129.72495271244742,-126.89275190803858,0.0,0.0
71,logistic,15,15,0.2856243823789463,0.0044390618374007,-115.88043635774216,-113.75628575443552,"0.255565,0.127062,19.3884",Bacillus.pumilus,35,TSB,OD_595,-129.72495271244742,-126.89275190803858,13.844516354705263,13.136466153603052
71,gompertz,15,15,0.2856243823789463,0.0029531721757621,-121.99388360476084,-119.8697330014542,"0.257828,0.0818548,13.9403",Bacillus.pumilus,35,TSB,OD_595,-129.72495271244742,-126.89275190803858,7.731069107686579,7.023018906584383
72,quadratic,17,17,0.7647058823529411,0.1422327089354913,-75.3195698951006,-72.81992986293196,"0.0812471,0.0170427,-9.17931e-05",Clavibacter.michiganensis,35,TSB,OD_595,-138.8653759258258,-136.36573589365713,63.54580603072519,63.545806030725174
72,cubic,17,17,0.7647058823529411,0.0395901861241448,-95.06058513087152,-91.72773175464664,"0.00410415,0.0325656,-0.000399726,1.45963e-06",Clavibacter.michiganensis,35,TSB,OD_595,-138.8653759258258,-136.36573589365713,43.80479079495427,44.63800413901049
72,logistic,17,17,0.7647058823529411,0.0056729564375746,-130.0893898016748,-127.58974976950614,"0.738896,0.293715,10.3139",Clavibacter.michiganensis,35,TSB,OD_595,-138.8653759258258,-136.36573589365713,8.77598612415099,8.77598612415099
72,gompertz,17,17,0.7647058823529411,0.0033854130464979,-138.8653759258258,-136.36573589365713,"0.745655,0.162756,8.37249",Clavibacter.michiganensis,35,TSB,OD_595,-138.8653759258258,-136.36573589365713,0.0,0.0
73,quadratic,17,17,0.1871657754010693,0.0061324042163595,-128.76548966550794,-126.26584963333929,"0.0295089,0.004076,-2.2668e-05",Pseudomonas.fluorescens.1,35,TSB,OD_595,-165.75563693134131,-163.25599689917266,36.99014726583337,36.99014726583337
73,cubic,17,17,0.1871657754010693,0.0015454837737005,-150.1957378726028,-146.86288449637792,"0.0135269,0.00731736,-8.70933e-05,3.05535e-07",Pseudomonas.fluorescens.1,35,TSB,OD_595,-165.75563693134131,-163.25599689917266,15.559899058738523,16.393112402794742
73,logistic,17,17,0.1871657754010693,0.0011831185244404,-156.73785250676826,-154.2382124745996,"0.177769,0.257426,9.33379",Pseudomonas.fluorescens.1,35,TSB,OD_595,-165.75563693134131,-163.25599689917266,9.017784424573051,9.017784424573051
73,gompertz,17,17,0.1871657754010693,0.0006960706343731,-165.75563693134131,-163.25599689917266,"0.179946,0.145638,7.15645",Pseudomonas.fluorescens.1,35,TSB,OD_595,-165.75563693134131,-163.25599689917266,0.0,0.0
74,quadratic,15,15,0.2486631016042776,0.0302001395200759,-87.11938403766194,-84.99523343435531,"0.0731418,0.00515582,-3.33404e-05",Pseudomonas.fluorescens.2,35,TSB,OD_595,-103.08305176666376,-100.95890116335714,15.963667729001813,15.963667729001827
74,cubic,15,15,0.2486631016042776,0.0106988918052055,-100.68497970380726,-97.85277889939842,"0.0300327,0.0124526,-0.000174338,6.60431e-07",Pseudomonas.fluorescens.2,35,TSB,OD_595,-103.08305176666376,-100.95890116335714,2.3980720628564995,3.1061222639587243
74,logistic,15,15,0.2486631016042776,0.0104186975048067,-103.08305176666376,-100.95890116335714,"0.224009,0.39955,6.9301",Pseudomonas.fluorescens.2,35,TSB,OD_595,-103.08305176666376,-100.95890116335714,0.0,0.0
74,gompertz,15,15,0.2486631016042776,0.0114811906286086,-101.62643071916013,-99.50228011585348,"0.224169,0.256973,5.26023",Pseudomonas.fluorescens.2,35,TSB,OD_595,-103.08305176666376,-100.95890116335714,1.4566210475036314,1.4566210475036598
75,quadratic,16,16,0.4251336898395723,0.0334569473176808,-92.721352697704,-90.40358653098464,"0.0786213,0.00611315,-2.61559e-05",Acinetobacter.clacoaceticus.1,35,TSB,OD_595,-98.4578948988122,-95.36754000985307,5.736542201108193,4.963953478868433
75,cubic,16,16,0.4251336898395723,0.0206295717867708,-98.4578948988122,-95.36754000985307,"0.0497275,0.0116543,-0.000135557,5.17847e-07",Acinetobacter.clacoaceticus.1,35,TSB,OD_595,-98.4578948988122,-95.36754000985307,0.0,0.0
75,logistic,16,16,0.4251336898395723,0.0299655063439343,-94.48475311374784,-92.1669869470285,"0.363275,0.312875,8.43647",Acinetobacter.clacoaceticus.1,35,TSB,OD_595,-98.4578948988122,-95.36754000985307,3.9731417850643567,3.200553062824568
75,gompertz,16,16,0.4251336898395723,0.0256813510527499,-96.95326260313088,-94.63549643641154,"0.379587,0.112141,7.34104",Acinetobacter.clacoaceticus.1,35,TSB,OD_595,-98.4578948988122,-95.36754000985307,1.5046322956813185,0.7320435734415298
76,quadratic,16,16,0.3529411764705881,0.0543718422156086,-84.95196140312231,-82.63419523640297,"0.0556969,0.00930942,-6.71921e-05",Acinetobacter.clacoaceticus.2,35,TSB,OD_595,-91.06997781586249,-87.97962292690336,6.118016412740175,5.345427690500387
76,cubic,16,16,0.3529411764705881,0.0327358362536705,-91.06997781586249,-87.97962292690336,"0.0169735,0.0165871,-0.000210605,6.78583e-07",Acinetobacter.clacoaceticus.2,35,TSB,OD_595,-91.06997781586249,-87.97962292690336,0.0,0.0
76,logistic,16,16,0.3529411764705881,0.0990510478955632,-75.35533837876501,-73.03757221204567,"0.259058,0.494129,7.10782",Acinetobacter.clacoaceticus.2,35,TSB,OD_595,-91.06997781586249,-87.97962292690336,15.714639437097475,14.942050714857686
76,gompertz,16,16,0.3529411764705881,0.1018227373897862,-74.91376909617499,-72.59600292945565,"0.25897,0.297338,5.62204",Acinetobacter.clacoaceticus.2,35,TSB,OD_595,-91.06997781586249,-87.97962292690336,16.1562087196875,15.38361999744771
77,quadratic,15,15,0.2198391420911527,0.0105315668718418,-102.9214254639522,-100.79727486064556,"0.0497636,0.00472036,-2.82175e-05",Stenotrophomonas.maltophilia.1,35,TSB,OD_595,-133.33090636789504,-130.4987055634862,30.409480903942836,29.70143070284064
77,cubic,15,15,0.2198391420911527,0.0012137867953096,-133.33090636789504,-130.4987055634862,"0.0238499,0.00954796,-0.000123035,4.47705e-07",Stenotrophomonas.maltophilia.1,35,TSB,OD_595,-133.33090636789504,-130.4987055634862,0.0,0.0
77,logistic,15,15,0.2198391420911527,0.0035524061089541,-119.22270493521076,-117.09855433190413,"0.205929,0.248602,8.29617",Stenotrophomonas.maltophilia.1,35,TSB,OD_595,-133.33090636789504,-130.4987055634862,14.108201432684282,13.400151231582072
77,gompertz,15,15,0.2198391420911527,0.0034808026623828,-119.52813844175392,-117.40398783844728,"0.207389,0.151822,5.92052",Stenotrophomonas.maltophilia.1,35,TSB,OD_595,-133.33090636789504,-130.4987055634862,13.802767926141115,13.094717725038919
78,quadratic,16,16,0.2064343163538869,0.0192253333619499,-101.58584233531433,-99.26807616859496,"0.0508942,0.00339423,-2.08535e-05",Stenotrophomonas.maltophilia.2,35,TSB,OD_595,-120.18416836406188,-117.86640219734254,18.59832602874755,18.59832602874758
78,cubic,16,16,0.2064343163538869,0.0068563425359606,-116.0827177549862,-112.99236286602708,"0.0222769,0.00892856,-0.000129965,5.15879e-07",Stenotrophomonas.maltophilia.2,35,TSB,OD_595,-120.18416836406188,-117.86640219734254,4.10145060907567,4.874039331315458
78,logistic,16,16,0.2064343163538869,0.0060124569689089,-120.18416836406188,-117.86640219734254,"0.164137,0.288687,7.19079",Stenotrophomonas.maltophilia.2,35,TSB,OD_595,-120.18416836406188,-117.86640219734254,0.0,0.0
78,gompertz,16,16,0.2064343163538869,0.0065622888053738,-118.78407289376486,-116.46630672704552,"0.163564,0.19556,5.00137",Stenotrophomonas.maltophilia.2,35,TSB,OD_595,-120.18416836406188,-117.86640219734254,1.4000954702970176,1.4000954702970176
79,quadratic,18,18,0.9088471849865948,1.426694959212178,-39.63020170698688,-36.95908643329839,"0.556878,0.013098,-8.07527e-05",Klebsiella.pneumonia,35,TSB,OD_595,-161.76542280574017,-159.0943075320517,122.13522109875329,122.1352210987533
79,cubic,18,18,0.9088471849865948,1.0851734990806512,-42.55537378061307,-38.993886749028405,"0.43198,0.0399607,-0.000620727,2.57582e-06",Klebsiella.pneumonia,35,TSB,OD_595,-161.76542280574017,-159.0943075320517,119.2100490251271,120.10042078302328
79,logistic,18,18,0.9088471849865948,0.0016125645016205,-161.76542280574017,-159.0943075320517,"0.920462,1.67268,2.31438",Klebsiella.pneumonia,35,TSB,OD_595,-161.76542280574017,-159.0943075320517,0.0,0.0
79,gompertz,18,18,0.9088471849865948,1.6687772704317396,-36.80905031456726,-34.137935040878766,"1.70757,0.00523236,0.0075067",Klebsiella.pneumonia,35,TSB,OD_595,-161.76542280574017,-159.0943075320517,124.95637249117291,124.95637249117291
80,quadratic,18,18,0.8579088471849861,1.4087987982732697,-39.85741798879981,-37.18630271511132,"0.355813,0.0130784,-0.000102054",Dickeya.zeae,35,TSB,OD_595,-47.52560191412893,-43.964114882544266,7.668183925329117,6.777812167432948
80,cubic,18,18,0.8579088471849861,0.8233417593931135,-47.52560191412893,-43.964114882544266,"0.188211,0.0488273,-0.000819386,3.41994e-06",Dickeya.zeae,35,TSB,OD_595,-47.52560191412893,-43.964114882544266,0.0,0.0
80,logistic,18,18,0.8579088471849861,1.8097626938652367,-35.349168532361354,-32.67805325867286,"0.913562,0.000945356,0.00450439",Dickeya.zeae,35,TSB,OD_595,-47.52560191412893,-43.964114882544266,12.176433381767573,11.286061623871404
80,gompertz,18,18,0.8579088471849861,1.8097731927550464,-35.34906411012464,-32.677948836436144,"1.24185,0.000467559,0.00450411",Dickeya.zeae,35,TSB,OD_595,-47.52560191412893,-43.964114882544266,12.17653780400429,11.286166046108121
81,quadratic,16,16,0.3475935828877004,0.0529238210426915,-85.3838473671882,-83.06608120046886,"0.0564633,0.00926647,-6.69058e-05",Pectobacterium.carotovorum.subsp..Carotovorum.Pcc2,35,TSB,OD_595,-91.4481340705252,-88.35777918156609,6.064286703337004,5.291697981097229
81,cubic,16,16,0.3475935828877004,0.0319712039726625,-91.4481340705252,-88.35777918156609,"0.0173782,0.0164721,-0.000208656,6.70327e-07",Pectobacterium.carotovorum.subsp..Carotovorum.Pcc2,35,TSB,OD_595,-91.4481340705252,-88.35777918156609,0.0,0.0
81,logistic,16,16,0.3475935828877004,0.0995072856697801,-75.28181019081872,-72.96404402409938,"0.258691,0.457956,7.19615",Pectobacterium.carotovorum.subsp..Carotovorum.Pcc2,35,TSB,OD_595,-91.4481340705252,-88.35777918156609,16.166323879706482,15.393735157466708
81,gompertz,16,16,0.3475935828877004,0.1022352879907521,-74.84907359011441,-72.53130742339508,"0.2584,0.276025,5.5803",Pectobacterium.carotovorum.subsp..Carotovorum.Pcc2,35,TSB,OD_595,-91.4481340705252,-88.35777918156609,16.599060480410785,15.82647175817101
82,quadratic,17,17,0.6729222520107228,0.7457520048684073,-47.15178369133518,-44.65214365916653,"0.215921,0.00869014,-6.40372e-05",Pantoea.agglomerans..RDA.R.,35,TSB,OD_595,-54.759199672883376,-51.42634629665851,7.607415981548193,6.774202637491975
82,cubic,17,17,0.6729222520107228,0.4237954862944532,-54.759199672883376,-51.42634629665851,"0.0795435,0.035894,-0.000603623,2.55658e-06",Pantoea.agglomerans..RDA.R.,35,TSB,OD_595,-54.759199672883376,-51.42634629665851,0.0,0.0
82,logistic,17,17,0.6729222520107228,0.9012040056085696,-43.93302848558486,-41.43338845341621,"0.563684,0.00452038,0.00300269",Pantoea.agglomerans..RDA.R.,35,TSB,OD_595,-54.759199672883376,-51.42634629665851,10.826171187298513,9.992957843242301
82,gompertz,17,17,0.6729222520107228,0.9015998104759054,-43.92556379886434,-41.42592376669569,"0.77013,0.00207759,0.00300277",Pantoea.agglomerans..RDA.R.,35,TSB,OD_595,-54.759199672883376,-51.42634629665851,10.833635874019038,10.000422529962819
83,quadratic,18,18,0.7887700534759353,1.319135302218189,-41.04111558053616,-38.37000030684767,"0.365452,0.00928443,-8.33602e-05",Dickeya.zeae..RDA.R.,35,TSB,OD_595,-48.59803915627504,-45.03655212469039,7.556923575738885,6.666551817842716
83,cubic,18,18,0.7887700534759353,0.7757199207744132,-48.59803915627504,-45.03655212469039,"0.200953,0.0441903,-0.00078377,3.34346e-06",Dickeya.zeae..RDA.R.,35,TSB,OD_595,-48.59803915627504,-45.03655212469039,0.0,0.0
83,logistic,18,18,0.7887700534759353,1.6331496786045,-37.19750320992803,-34.52638793623954,"0.820559,1.59382e-14,24.4721",Dickeya.zeae..RDA.R.,35,TSB,OD_595,-48.59803915627504,-45.03655212469039,11.400535946347013,10.510164188450851
83,gompertz,18,18,0.7887700534759353,1.6331496786053197,-37.197503209919,-34.526387936230506,"1.11526,4.30571e-17,28.7511",Dickeya.zeae..RDA.R.,35,TSB,OD_595,-48.59803915627504,-45.03655212469039,11.400535946356044,10.510164188459882
84,quadratic,15,15,0.1256684491978605,0.0091339485606244,-105.05711095462124,-102.9329603513146,"0.0480493,0.00239352,-1.60056e-05",Acinetobacter.clacoaceticus..RDA.R.,35,TSB,OD_595,-122.73502499117748,-120.61087438787084,17.677914036556245,17.67791403655623
84,cubic,15,15,0.1256684491978605,0.0041314289737631,-114.95773201697835,-112.12553121256953,"0.0278676,0.0060058,-8.65719e-05,3.325e-07",Acinetobacter.clacoaceticus..RDA.R.,35,TSB,OD_595,-122.73502499117748,-120.61087438787084,7.777292974199128,8.48534317530131
84,logistic,15,15,0.1256684491978605,0.0028108037674206,-122.73502499117748,-120.61087438787084,"0.112987,0.46056,5.35265",Acinetobacter.clacoaceticus..RDA.R.,35,TSB,OD_595,-122.73502499117748,-120.61087438787084,0.0,0.0
84,gompertz,15,15,0.1256684491978605,0.0180106788879564,-94.87260939826564,-92.74845879495902,"0.172291,0.00750781,0.558882",Acinetobacter.clacoaceticus..RDA.R.,35,TSB,OD_595,-122.73502499117748,-120.61087438787084,27.862415592911844,27.862415592911816
85,quadratic,15,15,0.1577540106951883,0.0083642543100732,-106.3775744049446,-104.25342380163796,"0.0252625,0.00323313,-2.00027e-05",Stenotrophomonas.maltophilia..RDA.R.,35,TSB,OD_595,-120.10501972309936,-117.49303955001942,13.727445318154764,13.239615748381453
85,cubic,15,15,0.1577540106951883,0.002931372759408,-120.10501972309936,-117.27281891869052,"0.00641631,0.0069083,-9.25415e-05,3.4316e-07",Stenotrophomonas.maltophilia..RDA.R.,35,TSB,OD_595,-120.10501972309936,-117.49303955001942,0.0,0.22022063132889969
85,logistic,15,15,0.1577540106951883,0.0034601991199397,-119.61719015332604,-117.49303955001942,"0.128945,0.276463,8.86609",Stenotrophomonas.maltophilia..RDA.R.,35,TSB,OD_595,-120.10501972309936,-117.49303955001942,0.48782956977332503,0.0
85,gompertz,15,15,0.1577540106951883,0.0037107106529749,-118.56873106712092,-116.44458046381428,"0.128633,0.182955,6.45556",Stenotrophomonas.maltophilia..RDA.R.,35,TSB,OD_595,-120.10501972309936,-117.49303955001942,1.5362886559784386,1.048459086205142
86,quadratic,18,18,0.8716577540106958,1.280457589626626,-41.57677653516912,-38.905661261480624,"0.509169,0.0130892,-7.82829e-05",Klebsiella.pneumonia..RDA.R.,35,TSB,OD_595,-146.97716483874828,-144.3060495650598,105.40038830357916,105.40038830357918
86,cubic,18,18,0.8716577540106958,0.9321550816435896,-45.29130110959236,-41.729814078007706,"0.380053,0.0406575,-0.000631481,2.63834e-06",Klebsiella.pneumonia..RDA.R.,35,TSB,OD_595,-146.97716483874828,-144.3060495650598,101.68586372915593,102.57623548705209
86,logistic,18,18,0.8716577540106958,0.0036670798236064,-146.97716483874828,-144.3060495650598,"0.890669,1.2885,2.73006",Klebsiella.pneumonia..RDA.R.,35,TSB,OD_595,-146.97716483874828,-144.3060495650598,0.0,0.0
86,gompertz,18,18,0.8716577540106958,1.498303477294916,-38.74868949009027,-36.07757421640178,"1.55601,0.00674464,3.77758e-13",Klebsiella.pneumonia..RDA.R.,35,TSB,OD_595,-146.97716483874828,-144.3060495650598,108.22847534865801,108.22847534865801
87,quadratic,17,17,0.3716577540106953,0.0161258658121978,-112.32924915631054,-109.82960912414188,"0.0335498,0.00758276,-4.18256e-05",Bacillus.pumilus..RDA.R.,35,TSB,OD_595,-128.59704199233747,-125.2641886161126,16.267792836026928,15.434579491970723
87,cubic,17,17,0.3716577540106953,0.0055060556060444,-128.59704199233747,-125.2641886161126,"0.00624277,0.0127151,-0.000142862,4.77748e-07",Bacillus.pumilus..RDA.R.,35,TSB,OD_595,-128.59704199233747,-125.2641886161126,0.0,0.0
87,logistic,17,17,0.3716577540106953,0.0088576115059734,-122.51475510022146,-120.0151150680528,"0.315435,0.216786,11.5052",Bacillus.pumilus..RDA.R.,35,TSB,OD_595,-128.59704199233747,-125.2641886161126,6.082286892116002,5.249073548059812
87,gompertz,17,17,0.3716577540106953,0.0067442723237178,-127.14867539110368,-124.649035358935,"0.319666,0.127803,8.89488",Bacillus.pumilus..RDA.R.,35,TSB,OD_595,-128.59704199233747,-125.2641886161126,1.4483666012337864,0.6151532571776102
88,quadratic,17,17,0.6229946524064186,0.1411093119350004,-75.45437410819245,-72.95473407602381,"0.0998973,0.0141536,-8.37217e-05",Clavibacter.michiganensis..RDA.R.,35,TSB,OD_595,-109.73035563432953,-107.23071560216088,34.27598152613707,34.27598152613707
88,cubic,17,17,0.6229946524064186,0.0436260867113952,-93.41032665311464,-90.07747327688978,"0.022226,0.0293511,-0.000384523,1.42414e-06",Clavibacter.michiganensis..RDA.R.,35,TSB,OD_595,-109.73035563432953,-107.23071560216088,16.32002898121489,17.15324232527111
88,logistic,17,17,0.6229946524064186,0.0187895458722892,-109.73035563432953,-107.23071560216088,"0.576672,0.344831,8.54982",Clavibacter.michiganensis..RDA.R.,35,TSB,OD_595,-109.73035563432953,-107.23071560216088,0.0,0.0
88,gompertz,17,17,0.6229946524064186,0.0191599929553844,-109.3984517088688,-106.89881167670016,"0.577883,0.209954,6.71209",Clavibacter.michiganensis..RDA.R.,35,TSB,OD_595,-109.73035563432953,-107.23071560216088,0.3319039254607219,0.3319039254607219
89,quadratic,11,11,19553.951576236384,39842348.76479973,172.12800238192708,173.3216882003222,"-1797.23,23.246,-0.00124851",Tetraselmis tetrahele,5,ESAW,N,159.42186320431352,160.61554902270865,12.70613917761355,12.70613917761355
89,cubic,11,11,19553.951576236384,21431620.059000585,167.30730958458295,168.89889067577644,"522.139,-8.76473,0.0805166,-5.34456e-05",Tetraselmis tetrahele,5,ESAW,N,159.42186320431352,160.61554902270865,7.885446380269428,8.283341653067794
89,logistic,11,11,19553.951576236384,15470620.893352237,161.722138926886,162.91582474528113,"18102.4,0.0102541,450.052",Tetraselmis tetrahele,5,ESAW,N,159.42186320431352,160.61554902270865,2.3002757225724793,2.3002757225724793
89,gompertz,11,11,19553.951576236384,12551332.362898584,159.42186320431352,160.61554902270865,"18931.4,0.00616503,393.908",Tetraselmis tetrahele,5,ESAW,N,159.42186320431352,160.61554902270865,0.0,0.0
90,quadratic,11,11,22128.60153242728,37309355.83394827,171.4054534771247,172.59913929551982,"-1351.51,19.907,0.00249713",Tetraselmis tetrahele,5,ESAW,N,166.79491379007396,167.9885996084691,4.610539687050732,4.610539687050732
90,cubic,11,11,22128.60153242728,31050782.539640628,171.38563225372,172.97721334491348,"-0.729151,1.24007,0.0502071,-3.11931e-05",Tetraselmis tetrahele,5,ESAW,N,166.79491379007396,167.9885996084691,4.590718463646027,4.9886137364443925
90,logistic,11,11,22128.60153242728,31348679.23411961,169.49066163830616,170.6843474567013,"18908,0.0084637,468.908",Tetraselmis tetrahele,5,ESAW,N,166.79491379007396,167.9885996084691,2.6957478482322017,2.6957478482322017
90,gompertz,11,11,22128.60153242728,24535085.40043574,166.79491379007396,167.9885996084691,"20524.4,0.00480665,414.134",Tetraselmis tetrahele,5,ESAW,N,166.79491379007396,167.9885996084691,0.0,0.0
91,quadratic,11,11,20616.22369369098,41646056.9174909,172.61504175192948,173.8087275703246,"-649.437,18.7334,0.00407526",Tetraselmis tetrahele,5,ESAW,N,168.0581586922842,169.25184451067932,4.556883059645287,4.556883059645287
91,cubic,11,11,20616.22369369098,27180543.918577947,169.92128375950682,171.5128648507003,"1360,-9.37646,0.0761809,-4.72096e-05",Tetraselmis tetrahele,5,ESAW,N,168.0581586922842,169.25184451067932,1.8631250672226258,2.261020340020991
91,logistic,11,11,20616.22369369098,27520869.174739875,168.0581586922842,169.25184451067932,"21855.5,0.00636968,530.676",Tetraselmis tetrahele,5,ESAW,N,168.0581586922842,169.25184451067932,0.0,0.0
91,gompertz,11,11,20616.22369369098,27934859.383926444,168.2223969781401,169.41608279653522,"24697.2,0.00346627,462.426",Tetraselmis tetrahele,5,ESAW,N,168.0581586922842,169.25184451067932,0.16423828585590172,0.16423828585590172
92,quadratic,11,11,26760.16929502829,78950400.99145028,179.6507861540143,180.84447197240945,"-1281.6,24.0976,0.00171139",Tetraselmis tetrahele,5,ESAW,N,174.4172752121852,175.6109610305803,5.23351094182911,5.233510941829138
92,cubic,11,11,26760.16929502829,51605637.25179862,176.97370820827246,178.56528929946597,"1552.56,-15.1365,0.102164,-6.57981e-05",Tetraselmis tetrahele,5,ESAW,N,174.4172752121852,175.6109610305803,2.556432996087267,2.9543282688856607
92,logistic,11,11,26760.16929502829,49060101.01119397,174.4172752121852,175.6109610305803,"23088.7,0.00782978,496.585",Tetraselmis tetrahele,5,ESAW,N,174.4172752121852,175.6109610305803,0.0,0.0
92,gompertz,11,11,26760.16929502829,53177238.75176656,175.30370321645728,176.4973890348524,"25327.7,0.00433241,434.883",Tetraselmis tetrahele,5,ESAW,N,174.4172752121852,175.6109610305803,0.8864280042720907,0.8864280042720907
93,quadratic,9,9,20883.362627878178,22431563.402392827,138.55879525317658,139.15046898518523,"-3026.81,31.0947,-0.00857577",Tetraselmis tetrahele,5,ESAW,N,136.1239068199984,136.71558055200703,2.4348884331781733,2.4348884331782017
93,cubic,9,9,20883.362627878178,19677238.57598308,139.37973691531303,140.16863522465792,"-1572.71,14.2839,0.0327337,-2.70272e-05",Tetraselmis tetrahele,5,ESAW,N,136.1239068199984,136.71558055200703,3.2558300953146215,3.453054672650893
93,logistic,9,9,20883.362627878178,17605926.480807498,136.37869402069296,136.97036775270163,"17831,0.00874467,439.186",Tetraselmis tetrahele,5,ESAW,N,136.1239068199984,136.71558055200703,0.2547872006945511,0.2547872006946079
93,gompertz,9,9,20883.362627878178,17114497.104995195,136.1239068199984,136.71558055200703,"19312.3,0.00481203,379.842",Tetraselmis tetrahele,5,ESAW,N,136.1239068199984,136.71558055200703,0.0,0.0
94,quadratic,11,11,19727.047877745284,25813129.97573138,167.35348417571691,168.54716999411204,"-1710.27,44.8993,-0.0232554",Tetraselmis tetrahele,8,ESAW,N,154.97166607959073,156.16535189798586,12.381818096126182,12.381818096126182
94,cubic,11,11,19727.047877745284,18018085.17001305,165.39890397356876,166.99048506476225,"-327.032,24.9954,0.0283938,-3.40382e-05",Tetraselmis tetrahele,8,ESAW,N,154.97166607959073,156.16535189798586,10.427237893978031,10.825133166776396
94,logistic,11,11,19727.047877745284,8375103.613052343,154.97166607959073,156.16535189798586,"19690.4,0.0097121,327.045",Tetraselmis tetrahele,8,ESAW,N,154.97166607959073,156.16535189798586,0.0,0.0
94,gompertz,11,11,19727.047877745284,10901297.935153004,157.87146858324635,159.06515440164148,"20098.9,0.00628268,262.308",Tetraselmis tetrahele,8,ESAW,N,154.97166607959073,156.16535189798586,2.8998025036556214,2.8998025036556214
95,quadratic,10,10,22761.9783204753,39973855.342485234,158.0115108894595,158.91926616844162,"-2371.81,54.3651,-0.0300374",Tetraselmis tetrahele,8,ESAW,N,155.82102262509693,156.72877790407907,2.190488264362557,2.190488264362557
95,cubic,10,10,22761.9783204753,39963237.13907711,160.00885424955905,161.21919462153522,"-2297.31,53.5147,-0.0279685,-1.30651e-06",Tetraselmis tetrahele,8,ESAW,N,155.82102262509693,156.72877790407907,4.18783162446212,4.4904167174561564
95,logistic,10,10,22761.9783204753,34004722.799598,156.39424885810394,157.30200413708607,"21709.3,0.0103785,295.639",Tetraselmis tetrahele,8,ESAW,N,155.82102262509693,156.72877790407907,0.5732262330070057,0.5732262330070057
95,gompertz,10,10,22761.9783204753,32110298.285240985,155.82102262509693,156.72877790407907,"22081.2,0.00665064,238.285",Tetraselmis tetrahele,8,ESAW,N,155.82102262509693,156.72877790407907,0.0,0.0
96,quadratic,11,11,23387.828183665275,47091817.22485803,173.96685993052708,175.1605457489222,"-165.575,30.0529,-0.00808656",Tetraselmis tetrahele,8,ESAW,N,173.96685993052708,175.1605457489222,0.0,0.0
96,cubic,11,11,23387.828183665275,43414200.60617633,175.07242063226388,176.66400172345735,"-1169.86,44.0605,-0.0442305,2.37804e-05",Tetraselmis tetrahele,8,ESAW,N,173.96685993052708,175.1605457489222,1.105560701736806,1.503455974535143
96,logistic,11,11,23387.828183665275,59850932.66792695,176.6041953051972,177.79788112359233,"20609.1,0.00637083,378.361",Tetraselmis tetrahele,8,ESAW,N,173.96685993052708,175.1605457489222,2.63733537467013,2.63733537467013
96,gompertz,11,11,23387.828183665275,50675208.16984307,174.77357293978727,175.9672587581824,"22495.5,0.00370362,309.126",Tetraselmis tetrahele,8,ESAW,N,173.96685993052708,175.1605457489222,0.8067130092601928,0.8067130092601928
97,quadratic,11,11,20782.675857825296,59748436.58489112,176.58534140661138,177.7790272250065,"-2720.15,46.2711,-0.0241149",Tetraselmis tetrahele,8,ESAW,N,167.09549076208148,168.2891765804766,9.489850644529895,9.489850644529895
97,cubic,11,11,20782.675857825296,43698326.759194106,175.14417606998214,176.73575716117563,"-583.769,16.6745,0.0520659,-5.00768e-05",Tetraselmis tetrahele,8,ESAW,N,167.09549076208148,168.2891765804766,8.048685307900655,8.44658058069902
97,logistic,11,11,20782.675857825296,25214754.76111337,167.09549076208148,168.2891765804766,"19299.4,0.0112054,346.072",Tetraselmis tetrahele,8,ESAW,N,167.09549076208148,168.2891765804766,0.0,0.0
97,gompertz,11,11,20782.675857825296,28434051.82540176,168.41722992037165,169.61091573876678,"19461,0.00770325,285.908",Tetraselmis tetrahele,8,ESAW,N,167.09549076208148,168.2891765804766,1.3217391582901712,1.3217391582901712
98,quadratic,11,11,21574.396842885253,35095879.09896023,170.7326890457296,171.92637486412474,"-1297.9,45.0056,-0.0231621",Tetraselmis tetrahele,8,ESAW,N,167.12240869983833,168.31609451823346,3.6102803458912547,3.610280345891283
98,cubic,11,11,21574.396842885253,34948205.94679065,172.6863066258701,174.27788771706358,"-1499.37,47.8247,-0.0304514,4.80677e-06",Tetraselmis tetrahele,8,ESAW,N,167.12240869983833,168.31609451823346,5.563897926031757,5.961793198830122
