curve_num,curve_id,Species,Temp,Medium,Rep,PopBio_units,n_points,time_min,time_max,pop_min,pop_max
69,"Pantoea.agglomerans.1_35_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",Pantoea.agglomerans.1,35,TSB,1,OD_595,16,0.274509803921575,144.117647058824,0.0053102408071981,0.75157330836844
70,"Pantoea.agglomerans.2_35_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",Pantoea.agglomerans.2,35,TSB,1,OD_595,15,0.0,144.117647058824,0.0026525198938993,0.854569095542726
71,"Bacillus.pumilus_35_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",Bacillus.pumilus,35,TSB,1,OD_595,15,0.549019607843142,143.843137254902,1.04020387996506e-05,0.285634784417746
72,"Clavibacter.michiganensis_35_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",Clavibacter.michiganensis,35,TSB,1,OD_595,17,0.0037136066547987,144.09165181224,0.0133689839572189,0.77807486631016
73,"Pseudomonas.fluorescens.1_35_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",Pseudomonas.fluorescens.1,35,TSB,1,OD_595,17,0.001485442661874,144.213458110517,0.0053475935828877,0.192513368983957
74,"Pseudomonas.fluorescens.2_35_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",Pseudomonas.fluorescens.2,35,TSB,1,OD_595,15,1.11779560308972,144.213458110517,0.0240641711229943,0.272727272727272
75,"Acinetobacter.clacoaceticus.1_35_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",Acinetobacter.clacoaceticus.1,35,TSB,1,OD_595,16,0.0044563279857641,144.011437908497,0.0160427807486627,0.441176470588235
76,"Acinetobacter.clacoaceticus.2_35_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",Acinetobacter.clacoaceticus.2,35,TSB,1,OD_595,16,0.281491384432599,143.911170528817,0.0133689839572189,0.366310160427807
77,"Stenotrophomonas.maltophilia.1_35_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",Stenotrophomonas.maltophilia.1,35,TSB,1,OD_595,15,0.0052546916890037,143.969544235925,0.0187667560321723,0.238605898123325
78,"Stenotrophomonas.maltophilia.2_35_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",Stenotrophomonas.maltophilia.2,35,TSB,1,OD_595,16,0.286005361930293,143.959034852547,0.0214477211796251,0.227882037533512
79,"Klebsiella.pneumonia_35_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",Klebsiella.pneumonia,35,TSB,1,OD_595,18,0.0075067024128685,144.172975871314,0.0268096514745313,0.935656836461126
80,"Dickeya.zeae_35_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",Dickeya.zeae,35,TSB,1,OD_595,18,0.0045040214477154,144.008579088472,0.016085790884719,0.873994638069705
81,"Pectobacterium.carotovorum.subsp..Carotovorum.Pcc2_35_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",Pectobacterium.carotovorum.subsp..Carotovorum.Pcc2,35,TSB,1,OD_595,16,0.282976827094444,143.911170528817,0.0187165775401066,0.366310160427807
82,"Pantoea.agglomerans..RDA.R._35_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",Pantoea.agglomerans..RDA.R.,35,TSB,1,OD_595,17,0.003002680965146,144.278069705094,0.0107238605898132,0.683646112600536
83,"Dickeya.zeae..RDA.R._35_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",Dickeya.zeae..RDA.R.,35,TSB,1,OD_595,18,0.0,143.632734530938,0.0294117647058827,0.818181818181818
84,"Acinetobacter.clacoaceticus..RDA.R._35_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",Acinetobacter.clacoaceticus..RDA.R.,35,TSB,1,OD_595,15,0.558882235528927,143.912175648703,0.0133689839572195,0.13903743315508
85,"Stenotrophomonas.maltophilia..RDA.R._35_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",Stenotrophomonas.maltophilia..RDA.R.,35,TSB,1,OD_595,15,0.27944111776452,143.912175648703,0.0053475935828877,0.163101604278076
86,"Klebsiella.pneumonia..RDA.R._35_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",Klebsiella.pneumonia..RDA.R.,35,TSB,1,OD_595,18,0.0,143.912175648703,0.0401069518716572,0.911764705882353
87,"Bacillus.pumilus..RDA.R._35_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",Bacillus.pumilus..RDA.R.,35,TSB,1,OD_595,17,0.279441117764492,143.912175648703,0.0053475935828877,0.377005347593583
88,"Clavibacter.michiganensis..RDA.R._35_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",Clavibacter.michiganensis..RDA.R.,35,TSB,1,OD_595,17,0.279441117764463,144.191616766467,0.0187165775401064,0.641711229946525
89,"Tetraselmis tetrahele_5_ESAW_Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697._1",Tetraselmis tetrahele,5,ESAW,1,N,11,13.4556726930846,1015.89186356561,145.712799310917,19699.6643755473
90,"Tetraselmis tetrahele_5_ESAW_Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697._2",Tetraselmis tetrahele,5,ESAW,2,N,11,13.5052634823759,1015.9414543549,156.605197702724,22285.20673013
91,"Tetraselmis tetrahele_5_ESAW_Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697._3",Tetraselmis tetrahele,5,ESAW,3,N,11,12.0496948259129,1015.99104514419,1009.40388628522,21625.6275799762
92,"Tetraselmis tetrahele_5_ESAW_Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697._4",Tetraselmis tetrahele,5,ESAW,4,N,11,13.6044450609591,1013.03031704197,117.01914844961,26877.1884434779
93,"Tetraselmis tetrahele_5_ESAW_Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697._5",Tetraselmis tetrahele,5,ESAW,5,N,10,-22.9028681472923,972.709037630857,-668.283935900778,20215.0786919774
94,"Tetraselmis tetrahele_8_ESAW_Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697._1",Tetraselmis tetrahele,8,ESAW,1,N,11,8.10796462920274,1014.69397363465,379.573588451414,20106.6214661967
95,"Tetraselmis tetrahele_8_ESAW_Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697._2",Tetraselmis tetrahele,8,ESAW,2,N,10,41.4128184048026,1045.97331232488,1171.2945735114,23933.2728939867
96,"Tetraselmis tetrahele_8_ESAW_Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697._3",Tetraselmis tetrahele,8,ESAW,3,N,11,11.5479750106606,1012.47900643743,583.257729197925,23971.0859128632
97,"Tetraselmis tetrahele_8_ESAW_Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697._4",Tetraselmis tetrahele,8,ESAW,4,N,11,13.1027252457075,1011.52515759622,247.620090941506,21030.2959487668
98,"Tetraselmis tetrahele_8_ESAW_Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697._5",Tetraselmis tetrahele,8,ESAW,5,N,11,12.1488764044964,1010.571308755,181.643342186246,21756.0401850715
99,"Tetraselmis tetrahele_16_ESAW_Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697._1",Tetraselmis tetrahele,16,ESAW,1,N,12,13.9169095221953,950.642210652783,1183.86816923108,20823.026744974
100,"Tetraselmis tetrahele_16_ESAW_Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697._2",Tetraselmis tetrahele,16,ESAW,2,N,12,14.9784423382995,950.8818724369,742.231579387357,20409.3005112775
101,"Tetraselmis tetrahele_16_ESAW_Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697._3",Tetraselmis tetrahele,16,ESAW,3,N,13,11.8784383022696,1014.24465708665,1250.77165365372,20578.798221732
102,"Tetraselmis tetrahele_16_ESAW_Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697._4",Tetraselmis tetrahele,16,ESAW,4,N,13,28.6492947645229,1036.09454972117,773.68482476144,21928.3031718792
103,"Tetraselmis tetrahele_16_ESAW_Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697._5",Tetraselmis tetrahele,16,ESAW,5,N,13,16.1797752808986,1014.34067949188,1134.7517730495,19420.488106011
104,"Tetraselmis tetrahele_25_ESAW_Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697._1",Tetraselmis tetrahele,25,ESAW,1,N,13,16.1797752808988,1014.83311871869,1267.60563380283,14565.0226646591
105,"Tetraselmis tetrahele_25_ESAW_Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697._2",Tetraselmis tetrahele,25,ESAW,2,N,13,10.7865168539327,1019.32584269663,1134.75177304968,13861.7494791338
106,"Tetraselmis tetrahele_25_ESAW_Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697._3",Tetraselmis tetrahele,25,ESAW,3,N,13,16.1797752808986,1014.80745507285,1267.60563380283,14074.2314692037
107,"Tetraselmis tetrahele_25_ESAW_Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697._4",Tetraselmis tetrahele,25,ESAW,4,N,15,16.1797752808986,1014.29266828927,610.407203761279,14036.9875890781
108,"Tetraselmis tetrahele_25_ESAW_Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697._5",Tetraselmis tetrahele,25,ESAW,5,N,12,10.7865168539327,1013.93258426966,1267.6056338028,15310.4233710871
109,"Tetraselmis tetrahele_32_ESAW_Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697._1",Tetraselmis tetrahele,32,ESAW,1,N,11,12.1581320824687,849.929471845639,87.8020886117301,5042.72057387282
110,"Tetraselmis tetrahele_32_ESAW_Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697._2",Tetraselmis tetrahele,32,ESAW,2,N,11,10.7322589765339,849.013288097258,113.851373393409,5631.67999342727
111,"Tetraselmis tetrahele_32_ESAW_Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697._3",Tetraselmis tetrahele,32,ESAW,3,N,11,11.4786004882021,849.365663140765,113.344182262081,6761.67615947936
112,"Tetraselmis tetrahele_32_ESAW_Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697._4",Tetraselmis tetrahele,32,ESAW,4,N,12,12.050474226804,1014.70784094256,175.767354043084,5012.71878048321
113,"Tetraselmis tetrahele_32_ESAW_Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697._5",Tetraselmis tetrahele,32,ESAW,5,N,12,12.6593406593393,1014.85714285714,285.958485958225,6694.62759462729
114,"Staphylococcus spp._2_Raw Chicken Breast_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474._1",Staphylococcus spp.,2,Raw Chicken Breast,1,CFU,9,98.9247311827957,566.666666666667,1.04734832520669,823.182803575906
115,"Staphylococcus spp._4_Raw Chicken Breast_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474._1",Staphylococcus spp.,4,Raw Chicken Breast,1,CFU,8,74.1935483870968,590.860215053763,1.05933294181021,301.020026030504
116,"Staphylococcus spp._7_Raw Chicken Breast_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474._1",Staphylococcus spp.,7,Raw Chicken Breast,1,CFU,14,1.07526881720429,324.731182795699,1.02943205969681,1491.55860258709
117,"Staphylococcus spp._10_Raw Chicken Breast_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474._1",Staphylococcus spp.,10,Raw Chicken Breast,1,CFU,11,13.9784946236559,198.387096774194,1.04473257151008,1666.08119392629
118,"Staphylococcus spp._15_Raw Chicken Breast_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474._1",Staphylococcus spp.,15,Raw Chicken Breast,1,CFU,9,26.3440860215053,118.817204301075,4.31453906649959,1153.88261516185
119,"Staphylococcus spp._20_Raw Chicken Breast_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474._1",Staphylococcus spp.,20,Raw Chicken Breast,1,CFU,9,6.98924731182797,55.9139784946236,3.1670108612222,922.379495488011
120,"Staphylococcus spp._2_Salted Chicken Breast_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474._1",Staphylococcus spp.,2,Salted Chicken Breast,1,CFU,10,50.3335804299481,581.467753891772,0.99531616783365,663.582098863891
121,"Staphylococcus spp._4_Salted Chicken Breast_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474._1",Staphylococcus spp.,4,Salted Chicken Breast,1,CFU,6,151.442426488757,530.643068939956,3.29527051398486,461.186638540752
122,"Staphylococcus spp._7_Salted Chicken Breast_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474._1",Staphylococcus spp.,7,Salted Chicken Breast,1,CFU,14,-0.0972942920682129,335.181924882629,1.01895678358003,1600.28060711964
123,"Staphylococcus spp._10_Salted Chicken Breast_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474._1",Staphylococcus spp.,10,Salted Chicken Breast,1,CFU,13,12.5123548307388,206.429145045713,1.01895678358003,1953.66971619438
124,"Staphylococcus spp._15_Salted Chicken Breast_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474._1",Staphylococcus spp.,15,Salted Chicken Breast,1,CFU,12,8.71324437855202,125.02625401532,2.48630611748292,2222.91076165443
125,"Staphylococcus spp._20_Salted Chicken Breast_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474._1",Staphylococcus spp.,20,Salted Chicken Breast,1,CFU,9,6.9526809982703,61.5147022485792,2.08494355728446,2529.25671791876
126,"Staphylococcus spp._2_Cooked Chicken Breast_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474._1",Staphylococcus spp.,2,Cooked Chicken Breast,1,CFU,10,50.3384820747521,653.750317823544,1.01459828276328,26.4528080952361
127,"Staphylococcus spp._4_Cooked Chicken Breast_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474._1",Staphylococcus spp.,4,Cooked Chicken Breast,1,CFU,7,150.484680905161,605.464975845411,1.76835247702619,296.136724874978
128,"Staphylococcus spp._7_Cooked Chicken Breast_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474._1",Staphylococcus spp.,7,Cooked Chicken Breast,1,CFU,14,-0.648360030511071,381.081553521485,0.99038468982484,435.848491322112
129,"Staphylococcus spp._10_Cooked Chicken Breast_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474._1",Staphylococcus spp.,10,Cooked Chicken Breast,1,CFU,12,26.9228324434274,205.801868802441,1.01459828276328,554.929223123185
130,"Staphylococcus spp._15_Cooked Chicken Breast_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474._1",Staphylococcus spp.,15,Cooked Chicken Breast,1,CFU,11,21.4562674802949,124.868103229087,1.32338551430056,1747.92312231483
131,"Staphylococcus spp._20_Cooked Chicken Breast_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474._1",Staphylococcus spp.,20,Cooked Chicken Breast,1,CFU,9,7.18599033816425,61.4225781845919,1.29180265171514,2198.76732151571
132,"Pseudomonas spp._2_Raw Chicken Breast_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474._1",Pseudomonas spp.,2,Raw Chicken Breast,1,CFU,11,47.4073322103912,633.521075217069,1.020528612233,516.029378475618
133,"Pseudomonas spp._4_Raw Chicken Breast_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474._1",Pseudomonas spp.,4,Raw Chicken Breast,1,CFU,7,71.5330415689106,514.960446369488,1.37477339920939,1394.77386539106
134,"Pseudomonas spp._7_Raw Chicken Breast_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474._1",Pseudomonas spp.,7,Raw Chicken Breast,1,CFU,11,-0.891084641761381,324.64933124787,0.972455776677133,656.209980383781
135,"Pseudomonas spp._10_Raw Chicken Breast_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474._1",Pseudomonas spp.,10,Raw Chicken Breast,1,CFU,13,9.63649762377432,204.177444905653,0.976118947488415,1917.28413795579
136,"Pseudomonas spp._15_Raw Chicken Breast_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474._1",Pseudomonas spp.,15,Raw Chicken Breast,1,CFU,12,7.4432513184544,127.460822354569,1.3026461843735,5349.67399309702
137,"Pseudomonas spp._20_Raw Chicken Breast_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474._1",Pseudomonas spp.,20,Raw Chicken Breast,1,CFU,9,5.8923128596924,65.7836030399647,1.98881224454984,4390.00398487021
138,"Pseudomonas spp._2_Salted Chicken Breast_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474._1",Pseudomonas spp.,2,Salted Chicken Breast,1,CFU,11,24.7434099546776,646.739274028006,1.17398845300731,384.023683071786
139,"Pseudomonas spp._4_Salted Chicken Breast_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474._1",Pseudomonas spp.,4,Salted Chicken Breast,1,CFU,7,73.3621425522834,522.324858240351,1.03381421721742,167.222803104002
140,"Pseudomonas spp._7_Salted Chicken Breast_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474._1",Pseudomonas spp.,7,Salted Chicken Breast,1,CFU,12,-1.04261935247851,329.253551612707,1.03381421721742,233.1956811284
141,"Pseudomonas spp._10_Salted Chicken Breast_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474._1",Pseudomonas spp.,10,Salted Chicken Breast,1,CFU,13,10.2371806597159,202.565392354125,1.04397547075625,535.529022843063
142,"Pseudomonas spp._15_Salted Chicken Breast_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474._1",Pseudomonas spp.,15,Salted Chicken Breast,1,CFU,12,5.85482592524845,122.971668394204,1.26953938677518,1082.98937710397
143,"Pseudomonas spp._20_Salted Chicken Breast_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474._1",Pseudomonas spp.,20,Salted Chicken Breast,1,CFU,8,12.2695770583095,59.5481982805927,1.48460489042185,690.598550079975
144,"Pseudomonas spp._2_Cooked Chicken Breast_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474._1",Pseudomonas spp.,2,Cooked Chicken Breast,1,CFU,10,48.2323232323232,629.491341991342,1.20997329679213,2567.92818956716
